label,features
6,"[ 0.01705793  0.4196474  -0.1268121   0.61886287  0.652171   -1.1754919
  0.04685087 -0.46493366 -0.16287072 -1.0330671  -0.8906927  -0.6622898
 -1.5722772  -0.7815497  -0.8942545  -0.51736933  0.20409448  0.04083944
  0.13803121  0.32309544 -0.78203326  0.83754045  0.7320211   0.23224036
  0.736947   -0.16260539  1.6391418   2.1046522   0.6503106   0.79758143
  0.4229766  -0.4937331  -0.03317802  0.59246665  0.6645224   0.02883077
 -0.21974093 -0.4640643   0.22581613  0.349042    0.5072856   0.4481906
  0.43306154  0.63093287 -0.41721514  0.1250372   0.55453026  0.3566167
 -0.40875956 -0.1512401  -0.21750508  0.87459975  1.0338998   0.10081106
 -0.3492175  -0.5358237  -0.8396274  -1.5493597   0.22318317 -0.81182396
 -0.47251922  0.03720563 -0.37509644 -1.2349421 ]"
6,"[ 0.18762644 -0.30755273 -0.85756326  0.5733115   1.1394551   0.76619893
  0.7181965   0.37948138 -0.03625457 -1.0030466  -1.9029989  -1.189582
 -0.06576943  1.190474    0.48250735 -0.27064982 -0.9225303  -1.4736224
 -1.494136   -0.06241253  1.8660432   1.9287528   1.4517331   0.2242171
 -1.0459626  -1.4299318  -0.9056717   0.47938296  2.028678    1.3979584
  0.28104383 -0.7170788  -0.8300551  -1.6590805  -1.3945937   0.03282721
  0.27033332  0.47588548 -0.02601827 -1.0281826  -0.5255712  -0.4432893
 -0.15243147  0.75550485  0.8167296   1.1991723   0.06055769 -0.0558002
 -0.44655567 -0.45737916  0.9032581   0.6997246  -0.11206163  0.34585947
 -0.2880109  -0.3964165   0.4206235  -0.17402647  0.01465185 -0.03278411
  0.6035561   0.31624037 -0.3255407   0.02257436]"
6,"[ 0.04110551  1.3541591   1.3481296   1.2580376   0.4066691   0.80052227
  1.2704331   0.27811444 -1.2302196  -2.3492644  -0.9606648  -0.606927
 -0.31572577 -0.34451646 -0.15822077  0.14008945 -1.3594681   0.07883147
  0.01119394 -1.2707648  -0.8019647  -1.6723454  -0.59072745  0.0781413
 -1.0688088  -0.7060747  -0.5669898  -0.6051765  -0.26245877  0.09376703
  0.7158924   0.53838545  0.519882   -0.00625953 -0.08960705 -0.07149661
  0.5693397   0.88584125 -0.09176324 -0.81603056 -0.4792087  -0.20094728
 -0.41766852  0.52495354  0.09454863 -0.20980184 -0.27139553  0.31271484
 -0.27563432  0.36277172  0.5365303   0.0269032   0.22973247 -0.2966086
  0.5436298   0.13780926  0.8456158   0.43250558  0.6090434   1.0472858
  0.45784065  0.6340292   0.2466097   0.6656824 ]"
6,"[ 6.63742423e-01  6.47896469e-01  1.23298335e+00  2.47477627e+00
  7.94433713e-01  8.79888833e-01  1.11709821e+00  5.64735293e-01
 -8.76422167e-01 -7.35058010e-01 -2.12181076e-01 -6.72711849e-01
 -3.10803920e-01  1.13244876e-01 -4.09488767e-01 -2.19208091e-01
 -7.56277859e-01 -4.74034697e-02  9.36768413e-01 -2.66673863e-01
 -1.27225593e-01 -1.94217876e-01  6.53427780e-01 -8.12587202e-01
 -1.05516863e+00  3.77769560e-01  3.13386656e-02 -5.26653767e-01
 -4.68614072e-01  2.83128142e-01  2.87419885e-01 -7.96281993e-01
 -1.24632716e-01  1.16158552e-01 -1.41251647e+00 -1.82586157e+00
 -1.37018239e+00 -6.81567073e-01 -1.06432188e+00 -7.32948661e-01
 -7.17487752e-01 -3.50432098e-01 -1.79754465e-03 -1.32117510e-01
  1.78416193e-01 -8.46415088e-02 -3.53365362e-01  2.03167826e-01
  9.77016985e-02 -8.52060556e-01 -7.19981849e-01  7.24985301e-01
  2.07301140e-01 -1.63328588e-01  5.23786902e-01  6.20077610e-01
  4.16307092e-01 -1.83980748e-01  5.52080929e-01  2.15132684e-01
  7.46099889e-01  1.00852072e+00  9.03416872e-01  1.68639648e+00]"
6,"[-0.20882112 -0.98336846 -0.3920713  -0.44213873 -0.5876577   0.94291955
 -0.02192205  1.2733314   1.4782909   0.18970767 -0.11933618  0.45355946
  1.0061331   0.6174351  -0.04038594 -0.6076942   0.9849833  -0.46139243
  0.19211683 -0.07396469 -0.96824974  0.73184633  0.44574335  0.83114046
  1.6056937   1.1618168   0.01412149  0.1949311  -0.37237877 -0.50042343
 -0.44558808  0.29440406  0.47325245 -0.091315    0.15161182 -0.6158825
  0.13028355  0.45109475 -0.26024598 -0.29228258 -1.072917   -1.1549084
  0.07543794  1.2758197   0.05742628 -0.4269252  -0.60978985 -0.7208143
  0.31285492  0.7690206   0.26925007 -0.96523744  0.1022269  -0.57079047
 -1.4604064   0.28055704  1.6095688   0.27839044 -0.56086063 -0.69791204
 -1.0694529  -0.874624   -0.5104388  -0.47477433]"
6,"[-0.9037814  -0.79998654  0.17347738 -0.18635257 -0.63289684 -0.5690729
  0.31596026  0.92213815 -0.6635353   0.52791077 -0.8255245  -1.1030159
  0.593417   -0.627828    0.17611237 -0.96856666 -0.30125841  0.0384852
 -0.54949516 -0.08412833  0.7584604  -0.27966374 -1.3537878  -0.22682856
  0.36290136 -0.13133258  0.2823093  -0.27124655 -0.02363987  0.35267213
 -0.07443101  0.13637629  0.08850896  0.4061007   0.502469    0.5918541
  0.39728093  0.21104503 -0.04807588 -1.0497081  -0.40586758  0.6450732
 -0.4691228   0.59926164 -0.5055963  -0.2575637  -0.8984684   0.16976903
  0.3165395  -0.3085196   0.46057165 -0.15569016 -0.11030305  0.35097185
  0.73630226 -0.38253972  0.7291655  -0.29774377  1.1071551   1.2387471
  0.44525355  0.8132993   0.27039889  0.7455847 ]"
6,"[ 0.6491246   0.91549903 -0.63075054  0.07676906 -0.16420874 -0.50516135
  0.20279066 -0.32642245 -0.27032176  0.65770656  0.04706944  0.9212951
  1.2515143  -0.2867679   0.47376063 -0.3011921  -0.8050939  -1.0897207
 -0.41942227  0.6295292   1.4998715   0.75557894 -0.09648044  0.19964822
  0.28660643  0.01366859 -0.1616479  -0.41877446 -0.28487167  0.54912186
  1.021717   -0.02320938 -0.6973653  -0.7034016  -0.3098758   1.2058985
  0.00661836 -0.1838982  -0.19836608 -0.02834451 -0.684228   -1.0747072
 -0.22130403 -0.38712642 -0.11504906  0.54036856 -0.01558827  0.5618358
  0.7665251   0.2953278   0.7041971  -0.37754494 -0.44485694 -0.7819289
  0.13366996  0.0689328  -0.31579283  0.9429711  -0.10167277  0.05090332
  0.19212598 -0.5977707  -0.7511683  -1.8466107 ]"
6,"[-2.48054177e-01 -7.27768719e-01 -9.14196551e-01  1.03970036e-01
  9.02253843e-04 -1.19994545e+00 -1.92120776e-01  1.67044774e-01
 -1.18095629e-01 -2.38770228e-02 -2.08616227e-01 -1.06540918e+00
 -3.01454216e-01  8.50495696e-01 -4.56447721e-01 -1.14917171e+00
 -5.99442780e-01 -5.45864224e-01 -7.37403333e-01 -1.49547577e-01
 -1.09045088e-01  7.66430721e-02 -3.19829285e-01 -3.65115017e-01
  1.95837572e-01  8.26499537e-02 -2.18502074e-01 -4.62331086e-01
 -5.14278233e-01  4.65749443e-01  7.84102321e-01 -4.94914949e-01
 -2.15272382e-01  1.12307274e+00  2.59328783e-01 -1.94646433e-01
  1.02099049e+00  9.15368438e-01  9.67269897e-01  5.93328297e-01
  9.18668211e-01  3.39521706e-01  8.10099244e-01  2.89978534e-01
  6.15208074e-02  7.59951591e-01  7.86019117e-02 -5.87781489e-01
 -9.33045506e-01 -2.59416491e-01 -5.41485548e-01 -3.63875508e-01
 -2.81407554e-02  2.92284578e-01  7.71835566e-01  1.28635025e+00
  1.93166271e-01  8.06446373e-01  8.71971607e-01  2.43324757e-01
 -1.57334507e-01  5.07709503e-01  2.93340683e-02 -1.46508861e+00]"
6,"[ 0.19454673 -0.7397609  -0.31324577 -0.59332144 -0.32025266 -0.5276527
 -0.6359655   0.7023126  -1.6659153   1.2892157  -0.816406   -0.10125973
  1.3779895  -0.9882091   2.5260222  -1.3115888   1.2852803  -1.0006794
  0.1071364   1.8587248  -0.32180116  1.5416056  -1.469188    1.5329473
 -1.9803396   0.4588285   0.38985184 -0.9445691   1.0399228  -0.6730787
  0.79856384 -0.49323976  0.21096674  0.17895985 -0.19891681  0.2632544
 -0.37587047 -0.11094323 -0.5930093  -0.60977376  0.6337836   0.4737374
 -0.00839583  1.2029781   0.44846436  0.3288057   0.06728684 -0.5453884
 -0.04502021 -0.45116994  0.73234904 -0.9416552  -0.8263639   0.40978494
  0.3993484  -0.03110615  0.44946688  0.45747507 -0.45608392 -0.172131
 -0.7018987  -0.24275155  0.17770985 -0.33036727]"
6,"[-0.38543722 -0.5251828  -0.26646763  0.01027362 -0.66556764  0.45255277
  0.1841168  -0.16449876  1.1312308  -0.18124655 -0.2994444  -0.13120171
 -0.3466072   0.72396094  0.7255632   0.6295572   0.04421761 -0.41489485
  0.08053634  0.53093946  0.85569644 -0.38948154 -0.11153068 -0.96554947
 -1.2704563  -0.20249118 -0.56345415 -1.2519742  -1.5292257  -0.5609864
 -0.44821805 -0.52048916 -0.13200255  0.7231582  -0.19629028 -0.8253097
 -0.26879182 -0.59015423 -0.18213339 -0.79298776 -0.27409732  1.1720963
  0.6799604   0.623568    0.21228585  0.43537     0.9139457   1.4808302
  1.6169496   0.48000512 -0.51695645 -0.02113939  0.70670336  0.7383425
  0.16587569 -0.27088922 -0.26512793  0.07214721  0.05458627  0.06961256
  0.626758    0.03185411 -0.01632189 -0.62608725]"
6,"[ 0.15593335  1.5315932   0.95004123  0.04396671 -0.35921532 -0.9626079
  0.18055382 -1.077465    0.64628077  1.2084504   0.6064512   1.0029376
 -0.53125197 -0.2816951   0.9361959  -0.7288355  -0.9250938   0.49360454
 -0.6897722  -0.57514954 -1.2472868   0.20096378  0.28813207  0.08013634
 -0.7967984  -1.2479845  -0.17274515  0.17983623  1.080714    0.14588308
  0.16524786 -0.5341273   1.110987    0.43583143  0.15947615  0.5511056
 -0.46824947 -0.04532071 -1.3959064  -0.423622   -0.17517546 -0.09711329
 -0.03089046 -1.028233   -0.38572416  0.8401195   1.4389579   0.46178383
  0.7773135   0.8380663  -0.2876409  -0.521164   -0.23976953 -0.23548903
 -0.6858322  -0.49026883 -0.37899452  0.3663094   0.13949451 -0.04498882
 -0.29066643  0.16499996  0.06917913  0.10453124]"
6,"[-0.30750197 -0.60668594  0.6296128   1.3520062   0.5351711  -0.17877641
  0.84843695  1.0772413   0.10102533  1.0432256   0.36679032  0.59176016
  0.57715464 -0.6553947   0.16704683  0.61746633  0.3364055  -0.63809013
  0.41852513 -0.43712634 -0.5098465  -0.1294248  -0.17110577  1.5104572
  0.47368407  0.5774298   0.22403389 -0.17377278  0.03297867  0.08130606
  0.69289565  0.49886775 -0.19467402 -0.1892236  -0.29667473 -0.5990416
 -0.8705258   0.05577506  0.17770153 -0.09864852  0.35653788 -1.1521851
  0.36132416 -0.27506348 -0.7640018  -1.2938151  -1.0328128   0.23751007
 -1.9824166  -0.76639557  0.780287   -0.4147372  -1.4361907  -0.17161945
 -0.5081633  -1.0846705  -0.06936561 -0.028911    0.31244588  0.34318173
  0.24383764  1.5937561   0.08042203 -0.2594383 ]"
6,"[-0.8033052  -0.05435451 -0.21139681  0.26497695  0.43813947  0.48034692
  0.19458003 -0.7635256   0.9182113  -0.5304478   0.6587041  -0.14349343
 -0.15731212 -0.04464107 -0.228262   -0.3810266  -0.0396119  -0.42046154
 -0.6613164   0.38061082  0.34450904  1.1179105  -0.7390706  -0.8301493
 -0.7054996  -0.06715496 -0.83489925 -1.3585755  -0.2758303  -0.9070211
 -0.552192   -0.41423976  0.12550268  0.62185997  0.3734586   0.43865857
  0.07160289 -0.36346632 -0.8898508   0.05308573  0.4444237   0.28895032
  0.0156875  -0.00489473 -0.2592115   0.57993054  0.49041164 -0.49803245
  0.3835827   0.85663956  1.316317    0.19848673  1.4790796   0.7508493
 -0.334195    0.68436784  0.240085    0.21906647 -0.25029022 -0.19864108
 -0.45166036  0.6231195   0.35507372 -1.0341989 ]"
6,"[-0.00278221 -0.53705645  0.20501229 -0.99085456 -1.0611776  -0.25690442
  0.49143484  0.23581736  0.13920271  0.5996943  -0.24402174 -0.94779885
 -0.28639093  0.41112176  0.1360072   0.59883785  0.58255583  0.19457674
 -1.0270921  -1.054071   -0.62428975 -0.5352271  -0.54341197  0.8549265
  0.24339679 -0.0428964   0.86921215  0.59184474 -0.02969869  0.13260508
  1.1465758   1.540175    0.88583636 -0.01252293  1.0070379  -0.16704331
  0.16527149 -0.07362179 -0.15219781 -0.06324845 -0.5283727  -0.07093264
 -0.06846517  0.18180802  0.14360543 -0.570692   -2.3841376  -0.86693275
  0.09554458 -0.19028656 -0.35377693 -0.82300603 -0.2762319  -0.44088066
 -0.09085462  0.40826014  0.78191334  0.7929103   0.93696517  0.41160646
  0.60994077  0.19573349 -0.49323267  0.22068007]"
6,"[ 5.11779170e-03 -1.03959851e-02 -1.00013474e-03  1.06266327e-02
 -1.34648029e-02  2.60861199e-02 -1.34685589e-03 -6.99966354e-03
  7.01560592e-03 -9.97710321e-03 -1.69879422e-02 -8.05091020e-03
 -6.72318638e-05 -1.32142948e-02  3.02256104e-02 -3.13727860e-03
 -5.82490175e-04 -4.97097243e-03 -1.20843910e-02 -1.06500145e-02
  6.95847860e-03 -8.87583382e-03  7.39547075e-04  6.23795856e-03
 -2.02748412e-03  6.95206225e-03  5.77977113e-03 -8.46862514e-03
  7.53939059e-03 -1.34424819e-02 -1.15717307e-03  1.17664319e-02
 -2.62240302e-02  2.48501934e-02 -2.62725968e-02  1.05312103e-02
 -3.30206659e-03  6.12609927e-03  1.47913292e-03  6.33108523e-03
  3.27916956e-03 -1.38250529e-03  1.04463436e-02 -2.25805994e-02
  1.92898232e-02 -2.12718397e-02  2.15017088e-02 -4.88618575e-03
  1.28025757e-02 -1.06938102e-03 -9.87771899e-03  1.93592273e-02
 -1.60139278e-02  1.70633625e-02 -1.29138650e-02  6.38318062e-03
 -4.25904896e-03  1.37643944e-02 -2.18070811e-03 -7.51836167e-04
  7.78699620e-03 -1.03461975e-02  6.80194469e-03 -2.60765851e-03]"
6,"[-0.00451192 -0.00111522 -0.0026833   0.01056221 -0.01098042  0.00798935
  0.00991205 -0.0147752   0.01873848 -0.01279683  0.00839198  0.00553399
 -0.00845573  0.01944439 -0.02053482  0.01336893 -0.00827997 -0.00984697
  0.0260549  -0.0243676   0.01843422 -0.0248598   0.00925925 -0.00751201
  0.0077974   0.01919609 -0.01828973  0.02360268 -0.02964633  0.01446325
 -0.01858613  0.00081715 -0.00488293  0.01268399 -0.00559433  0.00513905
  0.00299965 -0.00786031  0.01617393 -0.01320226  0.00414811 -0.01704988
  0.00172882 -0.00671968 -0.0045771  -0.00040987 -0.00346948 -0.00541546
  0.00403017 -0.00762032 -0.00047538  0.00265493  0.0152557  -0.00508433
  0.0107561  -0.01037768 -0.01098522  0.0146856  -0.00668466  0.00703155
  0.00861091  0.00128337 -0.00028661  0.00718923]"
6,"[ 0.00029123 -0.00095531  0.0004775  -0.0010219   0.00473796 -0.00247136
  0.01132651 -0.00123933 -0.00154311 -0.00246276 -0.01728566  0.01158778
 -0.02578483  0.01308956 -0.00712724  0.00168317  0.00989044 -0.00555566
  0.01093827 -0.00762586  0.00577167 -0.01019063  0.00133621 -0.00476895
  0.01263989 -0.00549173  0.00675373 -0.01212061 -0.00247846 -0.00624779
 -0.00015658  0.01553308 -0.00308488  0.01408149 -0.00387047 -0.00734639
 -0.00924955  0.01459323 -0.01297614  0.0155791  -0.00727604  0.00776285
  0.00473571 -0.00098765 -0.000129   -0.00077316  0.00360004  0.00388248
  0.01367479  0.00127936  0.003973    0.00487802 -0.00307731 -0.00598119
  0.012113   -0.01238017  0.01331857 -0.00391997 -0.01075279  0.01079914
 -0.01394046 -0.00633058  0.00742878 -0.02115306]"
6,"[ 5.58535010e-02 -2.27138661e-02  2.75463071e-02 -1.43429462e-03
  1.59116480e-02 -1.11276668e-03  2.69778725e-02 -6.30896818e-03
  3.48794553e-03  7.50303920e-03 -2.09979583e-02  1.84124615e-02
 -1.72000416e-02  1.17818378e-02 -2.01475173e-02  1.06698135e-02
 -1.04418024e-02  1.12035312e-03 -1.44949704e-02  1.15486588e-02
 -1.10489037e-02  9.55469441e-03 -9.38737392e-03 -5.70334028e-03
 -4.73885378e-03 -1.13360193e-02 -6.50417700e-04 -1.17541822e-02
  6.64276024e-03 -1.31626632e-02  8.63051508e-03 -1.42361121e-02
  2.09635915e-03 -3.44675733e-03 -1.41964331e-02  1.93297432e-03
 -2.08792539e-04 -1.00359954e-02  1.57273021e-02 -9.94223170e-03
  1.39506971e-02 -1.21563468e-02 -1.73710025e-04 -1.02293212e-03
 -1.59233678e-02  3.78634059e-03 -7.25214416e-03  5.39050112e-03
  9.02389933e-04  1.14713819e-03 -1.32418368e-02  6.72477763e-04
 -9.25216451e-03  6.68477546e-03 -3.35901306e-04  1.15442052e-02
  1.62098035e-02  5.13414852e-03  7.35825906e-03 -1.39652763e-03
 -1.53271724e-02  8.59209429e-03 -7.60906332e-05 -5.91242267e-03]"
6,"[ 0.01170967 -0.01692936  0.00502716 -0.00530757 -0.00763103  0.00769384
 -0.01273473  0.01236058 -0.01388445  0.00072216  0.00411978 -0.02554906
  0.02070391 -0.022515    0.0043658   0.01368032 -0.0113584   0.00936931
  0.00252978 -0.01556538  0.01382334  0.00198567  0.00176276  0.00823997
 -0.01742246  0.0196061  -0.01295889  0.02215881 -0.00684765  0.0139598
 -0.00073814 -0.00788406  0.01187326  0.00659512 -0.0144075   0.02158302
 -0.00498534 -0.01415987  0.01030566 -0.02313365  0.01578202 -0.01653081
  0.0236925  -0.0157536   0.01485488  0.00492458 -0.00759646  0.01831103
 -0.02080828  0.01759057 -0.00651864  0.00139304  0.00109441 -0.00727334
  0.01368539 -0.01468197  0.00067817  0.01317817 -0.01489573  0.02018715
 -0.01741561 -0.00442128  0.00819991 -0.01783938]"
6,"[ 0.07234037 -0.01272319  0.01495236 -0.01783207  0.02600059 -0.03594453
 -0.00055902  0.00056844 -0.0233984   0.03137597 -0.02053284  0.01626061
 -0.00785588  0.0141571  -0.00308376  0.01091068 -0.00304852 -0.00985899
  0.00091911 -0.00351308  0.00155681 -0.00550021 -0.00669501  0.00385539
 -0.00365796 -0.00464466  0.00071577 -0.00307775  0.00227605 -0.00788093
  0.00190028 -0.01715006  0.00339694 -0.01276737  0.00748688 -0.00614333
  0.00817371  0.00107355  0.00080478  0.00947733 -0.00109168  0.01492842
 -0.00668699  0.00658701 -0.01394345  0.00847144 -0.00634095  0.00764296
 -0.00369039 -0.00237362 -0.00542376 -0.01105397 -0.00360445  0.00243134
  0.00869892 -0.00480682  0.0189551  -0.0278926   0.01952842 -0.01214896
 -0.0043609   0.00096922 -0.01928914  0.01215966]"
6,"[-0.05544146  0.01824873 -0.00222409 -0.00813275  0.0120002  -0.02195863
  0.02245097 -0.01666372  0.01096421  0.007493   -0.00482713  0.01233179
 -0.0213831   0.02322232 -0.02352524  0.01667442 -0.00780426  0.00600931
  0.01630037 -0.00983005  0.0174293  -0.01755595  0.01928905 -0.00679611
  0.01054621 -0.01062403  0.00440085  0.00227121  0.00449788 -0.00125086
  0.00223114  0.00799399 -0.00747751  0.01379951 -0.01285189  0.00766354
 -0.01364398  0.00878443 -0.00428007  0.00363909  0.00267512 -0.00357319
  0.01071214 -0.01936426  0.0156965  -0.01741461  0.02412365 -0.00563737
 -0.00532715  0.01668963 -0.01749293  0.01253149 -0.01546854 -0.00104822
 -0.00293742  0.00111213  0.00058006 -0.00882902 -0.00590291  0.00574826
 -0.00521379  0.00950311 -0.00319167  0.01005828]"
6,"[ 0.04360814 -0.00797191 -0.04172352 -0.03405095  0.01291879  0.02767708
 -0.01273875 -0.00850953  0.00247471  0.01110218 -0.01684804 -0.03967803
 -0.005428    0.02081049  0.03717194 -0.00670452 -0.0328475  -0.01195036
  0.01241713  0.01908383 -0.03546455 -0.01049401  0.00494085  0.0356607
  0.01279118 -0.02243607 -0.02849742 -0.0080221   0.02983965  0.01807163
 -0.01347783 -0.0132192  -0.0263189  -0.00283592  0.0006166  -0.03006071
  0.02054458 -0.02316732  0.05416727  0.00314566 -0.02204849 -0.02046691
 -0.02805562  0.01815387  0.01859368  0.01774887  0.00443323  0.01354902
 -0.02052014 -0.0051021  -0.04004859  0.01706818  0.03137629  0.04544682
  0.01389052 -0.02290696 -0.01403952  0.00978105  0.00661829  0.03235746
  0.04005916 -0.00033271  0.00776456 -0.03791717]"
6,"[-0.00010488  0.08829113  0.03562481  0.02861925  0.00294372 -0.00604863
 -0.01839045 -0.01561526  0.00883011 -0.01372161  0.02920694  0.00345329
  0.02656652 -0.00285372  0.00778024 -0.02553845  0.01096307 -0.023332
 -0.01415597 -0.00461831 -0.0269299   0.00503545 -0.01570382 -0.00423231
 -0.03168621 -0.02238866 -0.04578497 -0.02435597 -0.02955494 -0.01141147
 -0.02117928 -0.0062583   0.01809759 -0.01826575  0.03386746 -0.00779103
 -0.00883926  0.00567786 -0.04149143  0.01612171 -0.00715084  0.04064173
  0.02850288  0.0193251   0.02137789 -0.01181888  0.00248513 -0.01258275
 -0.03239852 -0.03435572 -0.03365391 -0.02227779  0.01369538  0.03305488
  0.06177735  0.05097286  0.04374114  0.02562807  0.01815259 -0.00406788
 -0.00062939 -0.03169411 -0.0047878  -0.04476396]"
6,"[-0.00194835 -0.01376507  0.01492182 -0.00809388  0.02057344 -0.01253415
  0.01718283 -0.01384887  0.00684152 -0.0086623   0.00323857  0.00245216
 -0.00426037  0.01002917 -0.02144575  0.00995667 -0.01426748  0.01593951
 -0.00127432 -0.00043184  0.00459938 -0.02041948  0.00809947 -0.00700763
 -0.00608411  0.02338231 -0.01904424  0.01167037 -0.00229748 -0.0093418
 -0.00041593 -0.0077327  -0.01504314  0.01218671 -0.01431475  0.02052209
  0.00621007 -0.00634457  0.03839593 -0.04123326  0.03414986 -0.02961252
 -0.0037228   0.02078561 -0.01451522  0.02412904 -0.02268034  0.01363595
 -0.0023673  -0.00151525  0.01113805  0.0018412   0.00098621  0.00990599
 -0.01165349 -0.00204384  0.00499948 -0.0181539   0.01149358 -0.00743915
 -0.0051457   0.00158416  0.00326214  0.00454768]"
6,"[-1.63450167e-01  2.27406353e-01 -3.40480447e-01 -5.16522288e-01
 -5.04879877e-02 -8.60679243e-03  2.46534377e-01 -1.09538935e-01
 -6.65190458e-01 -8.48267794e-01 -5.29119134e-01  2.40998771e-02
 -7.74937212e-01 -4.37232792e-01  4.06134188e-01 -4.14210320e-01
 -1.48521498e-01 -4.60228443e-01 -3.61308873e-01 -3.76000524e-01
 -2.11459130e-01 -7.97195360e-02 -2.06742778e-01 -1.16818279e-01
 -6.08763210e-02 -3.01303804e-01 -6.57250881e-01  1.02180742e-01
  1.53604597e-01 -2.05785960e-01  3.12491022e-02 -8.42251256e-02
  7.41180107e-02  3.79801661e-01 -7.94253405e-03 -2.39060998e-01
 -8.63760486e-02  2.78318614e-01 -4.88152541e-02  7.73372958e-05
  2.70015270e-01 -1.96226433e-01  1.71798468e-01  4.31176603e-01
  6.89496696e-02  2.89826572e-01  6.61510468e-01  8.08390439e-01
 -1.06094837e-01  4.00990725e-01  4.99372691e-01  7.70817176e-02
  4.66553092e-01  1.56661302e-01  1.68643087e-01  2.36983910e-01
  3.79881531e-01  3.89610589e-01  5.02445817e-01  3.15405339e-01
  3.70297611e-01  6.02917552e-01 -3.73042598e-02 -3.41931522e-01]"
6,"[ 0.26159987  0.7888026   1.04583     1.2536772   0.990343    0.8354127
  0.4322719   0.24316062  0.2616223  -0.19149482 -0.08642519  0.24151824
 -0.1118383  -0.6221278  -0.6788588  -0.5396427  -0.8156894  -0.74903744
 -0.39755046 -0.38783392 -0.29021755 -0.24998897 -0.1510528  -0.33417553
 -0.10996328  0.04831025 -0.28410295  0.23816645  0.08425327 -0.10652228
  0.1740563  -0.10081232 -0.07105926  0.00228982 -0.02483936  0.30285853
  0.555492    0.6144637   0.5522591   0.678555    0.80981237  0.81414336
  0.77190757  0.38904762  0.4266678   0.46338096  0.365114    0.48906446
  0.05666156  0.278931    0.15230261 -0.52136064 -0.7128942  -0.6572114
 -0.7390514  -0.6961153  -0.4251144  -0.68290246 -0.64003706 -1.0464631
 -1.0322144  -0.5096874  -0.43611652 -0.21957427]"
6,"[-0.6847113  -0.9201676  -0.78945947 -1.3865641  -0.91852236 -1.1272743
 -1.4337554  -0.9885901  -0.8210843  -1.1821625  -0.83631724 -0.8485253
 -1.2265081  -1.0545132  -1.284733   -1.2309976  -1.0453321  -1.4518895
 -1.0581442  -1.4163759  -1.3527727  -0.535632   -0.8749902  -0.7061174
 -0.6941258  -0.6804715  -0.3454655  -0.06324931 -0.27621025 -0.40389168
  0.32422045  0.40372437  0.07674999  0.4654631   0.73415667  0.5405531
  0.4602548   1.1264826   0.9703895   0.76848245  1.3855591   1.3652109
  0.95810497  1.2521176   1.0325311   1.4023762   1.6006544   0.87885857
  1.3136346   1.2750101   1.1754775   1.1641117   0.7250086   0.64533603
  1.0664556   0.7521737   0.7593635   0.97219765  0.23813666  0.3590702
  0.6456656   0.03395539  0.43319964  0.3338658 ]"
6,"[ 0.30365884  0.07145482 -0.23717092  0.04310421 -0.01838299  0.75359625
  0.2990151   0.65931726  0.46240532  0.43723148  0.66204226  0.08996268
  0.10158136 -0.5521073  -0.4010494  -0.56347156 -0.23022291 -0.31432638
 -0.5653262  -0.34820366 -0.4482101  -0.12498427 -0.2786709  -0.18061715
 -0.03114375 -0.25270158 -0.14316882 -0.32259747  0.18541181  0.6128831
  0.0060441   0.10408624 -0.11900789  0.1818527   0.2044282  -0.00356069
  0.17797257 -0.19614924  0.24600472 -0.11018625  0.1403222  -0.05175763
 -0.20401797  0.09268049 -0.03919728  0.09342805 -0.15842482  0.4085053
  0.07897028  0.14558262  0.23470134 -0.09992664 -0.01791381 -0.5745815
 -0.5134774  -0.06487789 -0.19987795  0.03095975 -0.08343966 -0.2662738
 -0.20459343  0.01710428  0.5953313   0.47998053]"
6,"[ 0.18232833  0.75810266  0.4492333   0.69280773  0.30495965  0.48617032
 -0.21330649  0.16533642 -0.15870805 -0.68864465  0.39477745 -0.7310835
 -0.04151495 -0.69131714 -0.3238716   0.25690103 -0.6894331   0.48277482
 -0.79123574  0.13848954  0.16719043 -0.36905578  0.52030456 -0.19778416
 -0.24072707  0.19928546  0.2896491   0.24199265  0.25862855  0.12870067
  0.50060916 -0.6770077   0.5392549  -0.5873197   0.13397615  0.5064209
 -0.70599854  0.41063428 -0.68476665  0.43656057 -0.32425573  0.1796185
  0.05794932 -0.6193337   0.8180748  -0.26726013  0.43994248  0.10427155
 -0.2940832   0.259624   -0.3396739   0.25564876  0.2983408  -1.0449153
  0.38703606 -0.47152418 -0.32922792  0.51925516 -0.36095867  0.89744747
 -0.6812993   0.01627674 -0.4514403   0.0971719 ]"
6,"[ 0.31846765  1.1050838  -0.64144105 -1.2974554   0.27402577  2.0146198
 -0.2124086  -0.46104115 -0.16011867 -1.0020702  -1.1502156   0.37849402
  2.0434287   1.4874669  -0.4923608  -1.1156583  -0.82840455 -0.83495796
  1.4650294  -1.1681341  -0.33834618  1.6180842   0.48860523 -0.5261656
  0.5833658  -0.12222686 -0.5550789   0.03649164 -0.35126394  1.0576409
  0.18240541 -0.89766425 -1.848915   -0.08384932 -0.5950424  -0.4019066
  0.04386358 -0.08034271  0.3060111   1.010141    0.87640005 -0.6351558
 -0.1512509   0.51616484  1.2257984   0.98785645  0.21745646 -0.6159724
  0.39319164 -0.03648087 -1.0094438  -0.8002123  -0.80025166 -0.0549808
 -0.1258138  -0.20842203  0.8933796   0.6958252  -1.2350119  -2.775498
  0.37614855  2.5717566   0.5542671  -0.10790672]"
